bodyId_pre,bodyId_post,roi_pre,roi_post,x_pre,y_pre,z_pre,x_post,y_post,z_post,confidence_pre,confidence_post
1131836121,1257283316,FB,FB,21525,21199,21069,21517,21199,21078,0.986,0.993717
1131836121,1257283316,FB,FB,22033,20267,20007,22048,20267,20008,0.822,0.975656
1131836121,1257283316,FB,FB,21701,21201,21108,21684,21192,21097,0.865,0.717
1131836121,1257283316,FB,FB,29530,20907,19891,29501,20890,19895,0.605,0.418
1131836121,1257283316,FB,FB,28936,19521,19900,28941,19524,19888,0.927,0.917472
1131836121,1257283316,FB,FB,28979,20188,19873,28985,20188,19882,0.948,0.946777
1131836121,1192606191,FB,FB,29925,20951,19935,29909,20954,19899,0.549,0.43127
1131836121,1192606191,FB,FB,23690,21562,19574,23697,21577,19572,0.809,0.999
1131836121,1192606191,FB,FB,22236,20893,19635,22213,20893,19656,0.97,0.617851
1131836121,1192606191,FB,FB,23461,21312,19899,23466,21317,19913,0.961,0.979643
1131836121,1192606191,FB,FB,23410,20459,19598,23430,20471,19597,0.97,0.783933
1131836121,1192606191,FB,FB,22782,18731,19422,22785,18735,19430,0.978,0.977376
1131836121,1192606191,FB,FB,22778,18966,19285,22801,18949,19294,0.97,0.570069
1131836121,1192606191,FB,FB,22908,18422,18940,22927,18437,18932,0.736,0.73
1131836121,1192606191,FB,FB,23529,21392,19796,23518,21390,19818,0.749,0.517
1131836121,1192606191,FB,FB,24423,21474,19406,24405,21481,19414,0.963,0.965661
1131836121,1192606191,FB,FB,23881,20341,19527,23876,20348,19515,0.994,0.88678
1131836121,1192606191,FB,FB,29117,21155,19804,29132,21159,19792,0.758,0.9
1131836121,1192606191,FB,FB,29141,21566,20118,29129,21571,20127,0.925,0.938319
1131836121,1192606191,FB,FB,31098,21453,20872,31098,21435,20870,0.671,0.908
1131836121,1192606191,FB,FB,22938,20279,18342,22933,20287,18348,0.904,0.991738
1131836121,1192606191,FB,FB,30764,21363,20939,30784,21347,20936,0.899,0.439617
1131836121,1192606191,FB,FB,23801,20452,19441,23817,20454,19452,0.908,0.958204
1131836121,1192606191,FB,FB,23559,20563,18609,23556,20566,18620,0.906,0.96137
1131836121,1192606191,FB,FB,23475,20529,18470,23465,20536,18465,0.931,0.939159
1131836121,1192606191,FB,FB,22809,19354,19302,22807,19363,19310,0.94,0.78936
1131836121,1192606191,FB,FB,22660,18805,19318,22664,18813,19329,0.983,0.989455
1131836121,1192606191,FB,FB,29387,22248,20483,29369,22253,20492,0.961,0.617211
1131836121,1192606191,FB,FB,29810,22238,20507,29810,22255,20528,0.954,0.94226
1131836121,1192606191,FB,FB,29410,22237,20279,29398,22243,20284,0.977,0.866605
1131836121,1192606191,FB,FB,23704,20973,18578,23717,20963,18594,0.997,0.975943
1131836121,1192606191,FB,FB,23716,20972,18516,23697,20955,18501,0.992,0.729998
1131836121,1192606191,FB,FB,23806,20950,18633,23788,20956,18640,0.983,0.951873
1131836121,1192606191,FB,FB,23014,18326,18962,23000,18345,18964,0.96,0.787476
1131836121,1192606191,FB,FB,22844,19344,19255,22861,19357,19239,0.912,0.924696
1131836121,1192606191,FB,FB,22775,18897,19281,22772,18905,19290,0.633,0.993
1131836121,1192606191,FB,FB,22840,18900,19306,22836,18903,19315,0.931,0.951398
1131836121,1192606191,FB,FB,23926,20974,19171,23896,20984,19182,0.997,0.73504
1131836121,1192606191,FB,FB,22910,19394,19245,22899,19393,19234,0.821,0.994
1131836121,1132150724,FB,FB,24068,20385,19021,24065,20400,19006,0.891,0.49649
1131836121,1132150724,FB,FB,30858,22394,21344,30846,22370,21348,0.804,0.357193
1131836121,1132150724,FB,FB,23870,20873,18944,23870,20849,18945,0.991,0.993263
1131836121,1132150724,FB,FB,23898,20826,19052,23887,20808,19063,0.991,0.895109
1131836121,1132150724,FB,FB,24973,21751,20000,24987,21753,20006,0.972,0.834428
1131836121,1132150724,FB,FB,30187,23228,20309,30186,23231,20324,0.912,0.813569
1131836121,1132150724,FB,FB,24184,18514,18520,24199,18494,18522,0.899,0.534174
1131836121,1132150724,FB,FB,24951,21764,20069,24955,21753,20056,0.92,0.631011
1131836121,1132150724,FB,FB,24538,19425,18537,24518,19416,18532,0.577,0.443287
1131836121,1132150724,FB,FB,24671,19352,18375,24667,19341,18377,0.875,0.988248
1131836121,1132150724,FB,FB,24135,19506,18829,24123,19506,18832,0.96,0.90388
1131836121,1132150724,FB,FB,24010,19083,16761,23995,19078,16764,0.945,0.310876
1131836121,1132150724,FB,FB,24627,21764,19536,24626,21758,19517,0.933,0.84723
1131836121,1132150724,FB,FB,25423,21408,19177,25417,21402,19162,0.944,0.854872
1131836121,1132150724,FB,FB,25153,21423,19594,25151,21400,19608,0.95,0.40869
1131836121,1132150724,FB,FB,30096,23681,21190,30097,23684,21179,0.972,0.970196
1131836121,1132150724,FB,FB,30002,23623,21156,30002,23617,21169,0.831,0.896815
1131836121,1132150724,FB,FB,24761,19059,18179,24765,19059,18161,0.891,0.788441
1131836121,1132150724,FB,FB,23773,20675,18779,23755,20670,18782,0.977,0.983919
1131836121,1132150724,FB,FB,30712,22752,21142,30724,22748,21136,0.987,0.999063
1131836121,1132150724,FB,FB,30339,23009,20610,30344,23003,20617,0.952,0.989974
1131836121,1132150724,FB,FB,23716,20972,18516,23724,20952,18515,0.992,0.860734
1131836121,1132150724,FB,FB,23806,20950,18633,23802,20932,18640,0.983,0.968638
1131836121,1132150724,FB,FB,23732,21037,18494,23735,21058,18494,0.993,0.991065
1131836121,1132150724,FB,FB,23014,18326,18962,23022,18333,18947,0.96,0.540442
1131836121,1132150724,FB,FB,23882,21070,18672,23882,21070,18653,0.989,0.985684
1131836121,1132150724,FB,FB,24107,19276,17705,24119,19277,17696,0.947,0.786624
1131836121,1132150724,FB,FB,23861,20711,19103,23860,20722,19109,0.971,0.990205
1131836121,1132150724,FB,FB,30055,21906,20652,30054,21893,20654,0.985,0.833619
1131836121,1132150724,FB,FB,23525,20212,18450,23531,20196,18446,0.99,0.9369
1131836121,1132150724,FB,FB,30152,23038,20475,30138,23027,20467,0.977,0.995532
1131836121,1132150724,FB,FB,23894,20943,19118,23884,20958,19124,0.985,0.91853
1131836121,1132150724,FB,FB,24310,20521,19081,24310,20521,19067,0.918,0.891113
1131836121,1132150724,FB,FB,30580,23556,21284,30590,23544,21289,0.993,0.972865
1131836121,1159403919,FB,FB,22100,20321,20052,22127,20333,20032,0.96,0.640418
1131836121,1159403919,FB,FB,22327,20855,19644,22312,20863,19650,0.826,0.985981
1131836121,1159403919,FB,FB,29477,21067,19814,29463,21067,19814,0.829,0.974023
1131836121,1159403919,FB,FB,29200,19095,19437,29223,19088,19438,0.886,0.867705
1131836121,1159403919,FB,FB,29948,20551,19887,29948,20557,19874,0.97,0.787472
1131836121,1159403919,FB,FB,21580,21204,21022,21592,21193,21026,0.696,0.885
1131836121,1159403919,FB,FB,22391,20805,19646,22377,20781,19608,0.768,0.945
1131836121,1159403919,FB,FB,22817,21591,20096,22828,21594,20083,0.955,0.982165
1131836121,1159403919,FB,FB,22236,20893,19635,22232,20876,19619,0.97,0.877018
1131836121,1159403919,FB,FB,22921,22627,20254,22930,22621,20270,0.956,0.898812
1131836121,1159403919,FB,FB,23461,21312,19899,23488,21305,19904,0.961,0.88705
1131836121,1159403919,FB,FB,28073,19965,19078,28060,19976,19097,0.848,0.837438
1131836121,1159403919,FB,FB,22018,20376,19923,22019,20390,19938,0.979,0.832809
1131836121,1159403919,FB,FB,22729,21681,20054,22722,21694,20055,0.973,0.45070258
1131836121,1159403919,FB,FB,22857,21739,20242,22891,21727,20237,0.993,0.982083
1131836121,1159403919,FB,FB,29018,19518,19666,29020,19519,19651,0.89,0.871416
1131836121,1159403919,FB,FB,28337,19742,19094,28344,19745,19106,0.922,0.883761
1131836121,1159403919,FB,FB,22884,21986,20480,22876,21977,20493,0.965,0.892089
1131836121,1159403919,FB,FB,21982,20255,19957,21972,20260,19947,0.954,0.961226
